"","RUELLE_ID","Uniq_S_ID","lat","long","Group_S_ID"
"315","RPP-T-1000024",240,-398200.377859231,185917.143434074,"RPP-T-1000024_3"
"316","RPP-T-1000026",196,-396734.11239714,185045.66638914,"RPP-T-1000026_1"
"317","RPP-T-1000026",197,-396691.052547602,185014.632263347,"RPP-T-1000026_2"
"318","RPP-T-1000026",198,-396770.577494947,185072.045396065,"RPP-T-1000026_3"
"319","RPP-T-1000028",88,-397872.288960608,186210.997812679,"RPP-T-1000028_1"
"320","RPP-T-1000028",89,-397811.384488739,186164.446623989,"RPP-T-1000028_2"
"321","RPP-T-1000028",90,-397930.090019898,186255.221441934,"RPP-T-1000028_3"
"322","RPP-T-1000046",169,-395981.049938436,185403.916578767,"RPP-T-1000046_1"
"323","RPP-T-1000046",170,-396004.713459354,185416.718155657,"RPP-T-1000046_2"
"324","RPP-T-1000046",171,-395959.713976953,185392.666708167,"RPP-T-1000046_3"
"325","RPP-T-1000049",91,-397762.505740614,186238.540599321,"RPP-T-1000049_1"
"326","RPP-T-1000049",92,-397731.471614821,186214.877078403,"RPP-T-1000049_2"
"327","RPP-T-1000049",93,-397795.47949927,186263.367899955,"RPP-T-1000049_3"
"328","RPP-T-1000062",70,-394816.300404758,185839.946046163,"RPP-T-1000062_1"
"329","RPP-T-1000062",71,-394840.739778821,185854.299329343,"RPP-T-1000062_2"
"330","RPP-T-1000062",72,-394798.843709,185831.41166157,"RPP-T-1000062_3"
"331","RPP-T-1000063",172,-396013.635770519,185344.95173976,"RPP-T-1000063_1"
"332","RPP-T-1000063",173,-395992.299809036,185334.477722305,"RPP-T-1000063_2"
"333","RPP-T-1000063",174,-396031.48039285,185353.874050925,"RPP-T-1000063_3"
"334","RPP-T-1000072",223,-397621.688394829,185022.778721368,"RPP-T-1000072_1"
"335","RPP-T-1000072",224,-397585.999150166,184995.623861299,"RPP-T-1000072_2"
"336","RPP-T-1000072",225,-397649.23118147,185044.502609423,"RPP-T-1000072_3"
"337","RPP-T-1000075",319,-398794.729858996,183854.343885247,"RPP-T-1000075_1"
"338","RPP-T-1000075",320,-398750.118303168,183821.370126592,"RPP-T-1000075_2"
"339","RPP-T-1000075",321,-398844.384460265,183892.748615917,"RPP-T-1000075_3"
"340","RPP-T-1000079",283,-399038.54170976,185139.156693093,"RPP-T-1000079_1"
"341","RPP-T-1000079",284,-398982.29235676,185098.424402989,"RPP-T-1000079_2"
"342","RPP-T-1000079",285,-399095.954842478,185180.664836341,"RPP-T-1000079_3"
"343","RPP-T-1000081",298,-398538.892284487,185246.22442708,"RPP-T-1000081_1"
"344","RPP-T-1000081",299,-398490.013536362,185200.061164962,"RPP-T-1000081_2"
"345","RPP-T-1000081",300,-398597.857123494,185288.120496901,"RPP-T-1000081_3"
"346","RPP-T-1000091",46,-395755.688199959,186432.95990821,"RPP-T-1000091_1"
"347","RPP-T-1000091",47,-395718.092755903,186412.419958287,"RPP-T-1000091_2"
"348","RPP-T-1000091",48,-395788.148656534,186451.115756803,"RPP-T-1000091_3"
"349","RPP-T-1000108",100,-397070.250772138,185818.028194821,"RPP-T-1000108_1"
"350","RPP-T-1000108",101,-397036.113233765,185792.03711447,"RPP-T-1000108_2"
"351","RPP-T-1000108",102,-397101.672824503,185842.467568884,"RPP-T-1000108_3"
"352","RPP-T-1000115",94,-397562.72355582,186084.921676644,"RPP-T-1000115_1"
"353","RPP-T-1000115",95,-397495.22433222,186033.715369085,"RPP-T-1000115_2"
"354","RPP-T-1000115",96,-397615.093643096,186124.49018703,"RPP-T-1000115_3"
"355","RPP-T-1000116",79,-397083.246312314,186393.711228287,"RPP-T-1000116_1"
"356","RPP-T-1000116",80,-397092.944476624,186377.224348959,"RPP-T-1000116_2"
"357","RPP-T-1000116",81,-397074.905891007,186410.97396076,"RPP-T-1000116_3"
"358","RPP-T-1000117",145,-396359.957218044,185748.201411787,"RPP-T-1000117_1"
"359","RPP-T-1000117",146,-396314.957735643,185725.701670586,"RPP-T-1000117_2"
"360","RPP-T-1000117",147,-396400.689508147,185769.925299842,"RPP-T-1000117_3"
"361","RPP-T-1000118",67,-394800.201452003,185915.591727785,"RPP-T-1000118_1"
"362","RPP-T-1000118",68,-394815.7185149,185922.96233266,"RPP-T-1000118_2"
"363","RPP-T-1000118",69,-394787.399875113,185908.221122909,"RPP-T-1000118_3"
